Job_Title,Job_ID,City,Job_Type,Job_Level,Job_Description 
DevOps Engineer (f/m/d),349423,Erlangen,Either,Professional,"YOUR NEW DEPARTMENT Here at Digital Industries, one of the main pillars of Siemens, we are the market leader in industrial automation. Our products are used in factories across the world, from car production to bottling plants. As part of Efficient Engineering, we started some years ago as an internal startup and have grown since then to around 100 people across Germany, Portugal, India, China, and the US. We are organized in Scrum teams working on topics ranging from cloud to compilers, frontend to industrial machines. For our future challenges, we need smart thinkers who bring skills, creativity, and dedication to the table. People like you! We’ll give you the opportunity to really make a difference. So what are you waiting for? THIS IS YOUR NEW ROLE You shape our DevOps culture and are responsible for the maintenance and continuous improvement of our highly available and scalable infrastructure You are responsible for optimization and automation of our workflows and you secure the stability of the mission-critical systems Supervise and monitor our infrastructure in integration and live environments You live ownership culture with many opportunities to unleash yourself YOUR PROFILE You have successfully completed your technical bachelor's degree or have obtained a comparable education with relevant professional experience. Several years experience with Cloud operations especially in AWS. You have several years experience with continuous development / integration (esp. GitLab CI/CD), as well as the automation of IT infrastructures via Terraform. You have knowledge of source code management systems and branch concepts, software engineering (e.g. RESTful stateless services), containerization & orchestration of microservices and infrastructure as a service. You also have knowledge of monitoring cloud services (e.g. Cloudwatch), system administration of infrastructure security (e.g. routing, firewall), LINUX command line usage and scripting (e.g. Bash, Python, AWS CLI). Ability to iterate and improve workflows through innovative problem solving. Interest and willingness to learn new things. WHAT WE OFFER An empowering and collaborative working environment, allowing you to contribute your ideas to shape the product and organization itself. A productive development experience, with automated tests, CI/CD pipelines, and modern frameworks and technologies. The possibility to grow and learn, for example by switching to another team or role for a sprint as part of our internal ""Erasmus"" and “Rolasmus” exchange programs. Flexible way of working with 2-3 days of mobile working (per week). We want you to want: Apply! www.siemens.com/karriere/digitalminds - if you want to learn more about Digital Minds at Siemens. FAQ - if you have a question about applying to Siemens. We value equal opportunities and welcome applications from people with disabilities. Organization: Digital Industries Company: Siemens AG Experience Level: Mid-level Professional Full / Part time: Either"
Werkstudent*in (w/m/d) Embedded Development C++,348845,Erlangen,Part-time,Working Student,"Art der Anstellung: Befristet; ca. 15 – 20 h/Woche Deine Extraportion Praxis. Wie werden wir uns übermorgen fortbewegen, miteinander kommunizieren, Energien nutzen? Lass uns gemeinsam an den Antworten arbeiten. Wir suchen dafür kluge Köpfe, die Theorie in Praxis umwandeln und clever mitdenken. Kurz: Menschen, die ihre und unsere Fragen in neue Ausrufezeichen verwandeln wollen! Als Werkstudent*in stehen dir bei uns viele Türen offen, um dich einzubringen: Ergreife die Chance und werde Teil unseres weltweiten Netzwerks, knüpfe wichtige Kontakte und lege so den Grundstein für deine berufliche und persönliche Zukunft. Unsere Teams freuen sich auf dich. Wir setzen um, worauf es ankommt. Das ist dein Beitrag. Du unterstützt uns bei der Entwicklung von Prototypen eingebetteter Hardwaresysteme Dabei fallen vielfältige, interessante Aufgaben an: Du sprichst Hardware direkt an in C++ Du schreibst unterstützende und automatisierende Tools in Python Bei Interesse befasst Du dich z.B. mit Evaluierungs-Boards verschiedenster Architekturen und Beschleunigern Dein Profil für ""Zukunft möglich machen"". Du studierst derzeit an einer deutschen Hochschule Informatik oder einen vergleichbaren Studiengang und bist in Erlangen oder Umgebung ansässig Du bist mit modernem C++, Python sowie git vertraut und hohe Code-Qualität ist Dir wichtig Idealerweise hast Du bereits von folgenden Begriffen gehört: CMake, FPGA, Softcore/-IP, RISC-V, JTAG, RS232/485, UART, SPI, I2C, Ethernet, FreeRTOS Du lernst gerne eigenständig Neues, scheust aber auch nicht vor Fragen zurück Mit Deinen sehr guten Deutsch- und Englischkenntnissen kommunizierst Du sicher in Wort und Schrift Wir bieten Dir: Flexible Arbeitszeiten, ausrichtbar an Deinem Studium Einblick in die industrielle Vorfeldentwicklung: Wir helfen Dir, Praxisrelevantes für die industrielle Soft- und Hardware-Entwicklung zu lernen Wir wollen, dass du willst: Bewirb dich! www.siemens.de wenn du vor deiner Bewerbung mehr über Siemens erfahren möchtest. Du hast Fragen zur Bewerbung? Hier findest du Antworten auf häufig gestellte Fragen. Wenn du darüber hinaus noch Fragen hast, wende dich gerne an uns: www.siemens.de/fragenzurbewerbung www.siemens.de/karriere wenn du mehr Informationen zu Jobs & Karriere bei Siemens erhalten möchtest. Wir legen Wert auf Chancengleichheit und freuen uns über Bewerbungen von Menschen mit Behinderung. Organization: Technology Company: Siemens AG Experience Level: Student (Not Yet Graduated) Full / Part time: Part-time"
DevOps Engineer (w/m/d) eMobility,338271,Leipzig,Full-time,Professional,"Our worldwide teams at Siemens Smart Infrastructure (SI) connect energy systems, buildings and industries to significantly improve efficiency and sustainability. We electrify mobility for a better tomorrow. In our newly formed fast-growing eMobility business, we are looking for people with the skills and vision to build a healthier, more sustainable environment. Our common goal is not only to grow with the market, but to significantly outperform it. We want to become a leading player and actively shape the future of electro mobility. From AC & DC charging infrastructure, connected services, digital charging software & services (driver, station, depot, enterprise & fleets), to smart charging & fleet management, charging operations for fleets and ship-to-shore power supply. Watch our awareness video to learn more about our products and where you could create impact. What part will you play? As DevOp Engineer, you will be part of a highly dynamic, modern and distributed development team contributing driving forward the development and operation of the new ""High Power Charging Platform"" from Siemens. We are looking for a new team member in the software development department as part of our High-Power Charger product development center located in Leipzig. In your new position you create, maintain, and iterate on our CI/CD processes for new and existing services. You build a strong relationship with the development teams to understand the code, its dependencies, and the infrastructure on which it runs. You assist the development team with deployment strategy and capacity planning across development, QA, staging and production environments. Finally, you keep up with metrics and use monitoring systems to provide the best performance, scalability and stability. What you need to make real what matters. The basis of your success is a master's degree in computer science, electrical engineering or automation technology. You have several years of practical experience in software configuration management / DevOps. Strong Proficiency in DevOps, CM processes and tools (e.g. Docker, Kubernetes, Gitlab, CI/CD) as well as experience working on Linux based infrastructure makes you a good candidate. You have excellent knowledge in cross-platform scripting languages and build tools (Python, npm, Artifactory, cmake) and have awareness of critical concepts in DevOps and Agile principles. You have experience with automated testing solutions for unit testing, integration testing and system testing as well as in applying and adopting agile development processes (e.g., SCRUM, SAFE). Furthermore, you spend time trying to resolve how something works, not stopping with just knowing what it does. Good English and German language skills complete your profile. What we offer. 2 to 3 days of mobile working per week as a future global standard Attractive remuneration package Development opportunities for both personal and professional growth 30 leave days and a variety of flexible working models that allow time off for yourself and your family Share matching programs to become a shareholder of Siemens AG Find more benefits here Individual benefits are adapted to meet local legal regulations, the requirements of different job profiles, locations, and individual preferences. Make your mark in our exciting world at Siemens. As an equal-opportunity employer we are happy to consider applications from individuals with disabilities. www.siemens.com/careers - if you would like to find out more about jobs & careers at Siemens. FAQ - if you need further information on the application process. Organization: Smart Infrastructure Company: Siemens AG Experience Level: Experienced Professional Full / Part time: Full-time"
Pflichtpraktikant*in (w/m/d) - Artificial Intelligence (Fokus Natural Language Processing),355565,Mannheim,Full-time,Intern,"Art der Anstellung: Befristet; Vollzeit In die Praxis, fertig, los! Unsere Praktikanten sitzen nicht auf der Ersatzbank: sie treiben und bewegen Projekte maßgeblich – und zwar von der ersten Minute an: Du bist Teil unseres Teams von mehr als 290.000 Mitarbeitern, das sich mit den wichtigsten Herausforderungen unserer Gesellschaft beschäftigt. Wie sieht die Welt der Elektrifizierung, Automatisierung und Digitalisierung in 20 Jahren aus? Lass es uns herausfinden! Zum Beispiel, indem du Bewährtes auf den Kopf stellst und nach besseren Lösungen suchst. Den Freiraum dafür bieten wir dir. Und außerdem alle Vorteile eines Unternehmens, das international bestens vernetzt ist. Worauf wartest du noch? Gestalte deine Zukunft mit uns! Manche nennen es Aufgaben. Wir ""Auf-in-die-Zukunft""! Vor dem Hintergrund der Digitalisierung suchen wir mehrere motivierte Studierende, die ihr Fachwissen bei uns praktisch anwenden möchten. Unser Team bietet laufend mehrere Pflichtpraktikumsplätze an. Du suchst ein langfristiges (ab sofort, 14 Wochen und länger) anspruchsvolles Pflichtpraktikum im Bereich Artificial Intelligence und möchtest verschiedene Prozesse und Technologien in einem internationalen Konzern kennenlernen Du treibst Innovationen im Bereich Artificial Intelligence mit Fokus auf Natural Language Processing / Natural Language Understanding Außerdem erhältst du Einblicke in die Entwicklung und Operationalisierung von AI Solutions Du analysierst große und komplexe Datenmengen mit Hilfe von Python, strukturierst Daten (bspw. mit t-SNE), erzeugst eigene Modelle und arbeitest mit GPT3 APIs Wir suchen keine Superhelden. Sondern super helle Köpfe. Du studierst Wirtschaftsinformatik, Informatik, Mathematik, Computer Science oder einen vergleichbaren Studiengang vorzugsweise mit Fokus auf AI/ML Idealerweise konntest du bereits praktische Erfahrungen mit Word Embedding und dem Training von NLP Modellen sammeln GPT3 ist für dich kein Fremdwort und du hast Erfahrung mit den GPT3 APIs Klar, dass du sowohl in Deutsch als auch in Englisch souverän kommunizieren kannst Du bist in der Lage, Geschäftsanforderungen in Lösungen zu übersetzen Die Praktikumsdauer orientiert sich an der Studienordnung der jeweiligen Hochschule. Gesucht: Mitgestalter von morgen. www.siemens.de wenn du vor deiner Bewerbung mehr über Siemens erfahren möchtest. Du hast Fragen zur Bewerbung? Hier findest du Antworten auf häufig gestellte Fragen. Wenn du darüber hinaus noch Fragen hast, wende dich gerne an uns: www.siemens.de/fragenzurbewerbung www.siemens.de/karriere wenn du mehr Informationen zu Jobs & Karriere bei Siemens erhalten möchtest. Wir legen Wert auf Chancengleichheit und freuen uns über Bewerbungen von Menschen mit Behinderung. Organization: Global Business Services Company: Siemens AG Experience Level: Student (Not Yet Graduated) Full / Part time: Full-time"
Senior Cybersecurity Incident Responder (m/f/d),341155,Muenchen,Full-time,Professional,"Looking for a chance to create a positive impact on our society? Siemens CERT is a team of dedicated Security Engineers with the mission to secure Siemens’s infrastructure worldwide. The team is responsible for coordinating the response to Cyber Security incidents, conducts forensics investigations within Siemens. Siemens CERT also takes part in strategic projects, relying on experience from more than a decade of operating in our industrial environment. Based on that know-how and the latest technological trends, it consults with the IT departments and stakeholders in the businesses in Siemens to improve enterprise cybersecurity globally. As Senior Cybersecurity Incident Responder (f/m/d) you will: Investigate and follow through on IT security incidents in a geographically distributed environment, considering all relevant technical and non-technical stakeholders during all phases of the incident. Analyze reports about potential / suspected incidents, collect and analyze technical incident information and log data, generate reports, and ensure progress on incident tickets. Help improving our vast internal toolset by contributing improvement ideas on functionality and new features. Report to and advise management and other stakeholders to improve and drive Siemens’ Cybersecurity posture. Doing so, you will balance level of detail and strategic insight presented on a case-by-case basis. Build up and drive the topic area of special vulnerability handling. To make a difference, you must have: At least 5 years of relevant work experience in at least one of the following areas: Cybersecurity operations, Incident Response, IT Forensics, Penetration Testing or Vulnerability Management. Significant technical system expertise (e.g., gathered from being an IT Administrator) with relevant exposure and expertise in IT Security, in several of the following technologies: Linux and Windows operating systems, web-technologies (encryption, HTTP, REST), networking, cloud environments. Expert working knowledge of technical and organizational aspects of information security, e.g., through prior defensive or offensive work experience. Expert knowledge of fundamental attack concepts (terminology, tools, processes, etc.). Knowledge of cyber threats and vulnerabilities: how to properly identify, triage, and remediate threats based on threat intelligence as well as on analysis of security events, log data and network traffic. Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy. Excellent ability to interact with both technical experts and non-technical staff in exceptional situations to ensure correct actions are taken and communication partners collaborate. Advanced English and Communication skills: clear and concise communication; able to address stakeholders of different backgrounds and technical expertise. Ability to present and explain complex technical topics to both management and technical experts. Ability to work in a self-guided and result-oriented fashion with the clear desire to become an acknowledged technical expert in your own area of expertise. Fluent in spoken and written English, including security terminology; proficiency in German a big plus. Knowledge or experience in some of the following areas a plus: Cloud Security expertise Experience in conducting forensics investigations on Windows or Linux operating systems Vulnerability Handling / Management Creation, analysis, and management of threat intelligence Development (Python, Django, Shell scripting) Relevant Industry Certifications such as SANS/GIAC (e.g., GCIA, GCIH, GNFA, GCFA), CompTIA Security+ CISSP, CISA, CISM are desirable. Join us! Together we can make our digital world more secure. Do you want to know more about Cybersecurity at Siemens? www.siemens.com/cybersecurity Make your mark in our exciting world at Siemens. www.siemens.com/careers - if you would like to find out more about jobs & careers at Siemens. FAQ - if you need further information on the application process. As an equal-opportunity employer we are happy to consider applications from individuals with disabilities. Organization: Cybersecurity Company: Siemens AG Experience Level: Experienced Professional Full / Part time: Full-time"
Full Stack Developer (w/m/d) Factory Cloud,331200,Berlin,Full-time,Professional,"Wissen für die Welt von morgen. Wir entwickeln Netzwerke, die unsere Städte schlauer mit Licht und Wärme versorgen und kennen uns in Sachen Automatisierung und Digitalisierung in der Prozess- und Fertigungsindustrie bestens aus. Dafür und für viele weitere Zukunftsprojekte brauchen wir kluge Köpfe, die ihr Können und ihre Kreativität einbringen. Menschen wie Dich! Hilf uns dabei, die spannendsten Herausforderungen gemeinsam anzugehen und umzusetzen, worauf es ankommt. Was wir dir bieten ist die Chance, wirklich etwas zu bewegen. Also worauf warten? Mach zusammen mit uns den nächsten Schritt in deiner Karriere. Was sind Deine Aufgaben? (Web)-Applications: Du bist für das Konzipieren, Erstellen, Implementieren und Ausführen von Front-End Anwendungen (z.B. Web-Applikationen) verantwortlich Cloud Computing: Du arbeitest an den Daten und Applikationen in unserer modernen Cloud-Infrastruktur Data Management: Du nutzt bestehende Datenpipelines und integrierst sie in deine Anwendungen sowie in cloudbasierte Zielsysteme Continous Integration: Deine Programmierfortschritte / Codeänderungen an (Web-), Front-End-Applikationen führst du regelmäßig in unseren zentralen Repositories zusammen Deployment: Du installierst, konfigurierst und aktivierst deine Anwendungen, um sie für die Bedürfnisse bzw. Anforderungen des Business nutzbar Digital Factory: Du führst gemeinsam mit Fachbereichen im Manufacturing Piloten durch, um die Funktionsfähigkeit deiner Front-End / Web-Applikationen in der Praxis unter Beweis zu stellen. Cross-Functional Teams: Durch die Zusammenarbeit in abteilungsübergreifenden Teams mit z.B. Cloud Solution Architects, Business Owners, Data Scientist entwickelst du ein sehr gutes Verständnis zu deinen Datenquellen sowie Zielsystemen und steigerst das Vertrauen in digitale Lösungen in unserer Organisation Was bringst Du mit? Du besitzt einen Masterabschluss im Bereich Computer Science, Informatik, Wirtschaftsinformatik oder einer verwandten Fachrichtung mit dem Fokus auf Front- und Back-End Development Du hast bereits mehrjährige Berufserfahrung im Bereich Front-End und Back-End Development, insbesondere in der Web- und Softwareentwicklung gesammelt Deine Fähigkeiten im Umgang mit Cloud-Computing Plattformen vorzugsweise Azure sind sehr gut Du weist sehr gute Kenntnisse in den Programmiersprachen Python, C#, SQL auf Erweiterte Kenntnisse in C und/oder Java Script sind ein Plus Du besitzt die Fähigkeit, komplexe Fragestellungen zu erfassen, detailliert zu analysieren und in eine für das Business leicht verständliche und nutzbare Lösung umzusetzen Analysefähigkeit, Kundenorientierung, Entscheidungsfähigkeit, Organisationsgeschick sowie Durchsetzungsfähigkeit und Kommunikationsfähigkeit zeichnen Dich aus Verhandlungssichere Englischkenntnisse runden dein Profil ab Was wir bieten. 2 bis 3 Tage pro Woche mobiles Arbeiten als zukünftiger, globaler Standard Ansprechendes Vergütungspaket Weiterbildungsmöglichkeiten sowohl für Ihre berufliche als auch persönliche Entwicklung 30 Tage Urlaub sowie vielfältige, flexible Arbeitszeitmodelle, die eine Auszeit für Sie und Ihre Familie ermöglichen Zugang zu Aktienplänen für Mitarbeitende Und viele weitere Benefits hier Die einzelnen Benefits sind jeweils zugeschnitten auf lokale gesetzliche Anforderungen, Vorgaben verschiedener Job-Profile und Standorte sowie persönliche Präferenzen. Wir wollen, dass Sie wollen: Bewerben Sie sich! Wir legen Wert auf Chancengleichheit und freuen uns über Bewerbungen von Menschen mit Behinderung. https://new.siemens.com/ - wenn Sie mehr Informationen zu Jobs & Karriere bei Siemens erhalten möchten. FAQ - wenn Sie eine Frage zum Thema Bewerbung bei Siemens haben. Organization: Smart Infrastructure Company: Siemens AG Experience Level: Mid-level Professional Full / Part time: Full-time"
IT Operations Analyst (f/m/d) Firewall,352481,Munich,Full-time,Professional,"Knowledge for the world of tomorrow. We develop networks that supply our cities with light and heat intelligently and we know our way around automation and digitalization in the process and manufacturing industries. For these and many other future projects, we need smart thinkers who bring skills, creativity, and dedication to the table. People like you! Experienced researchers who boldly broaden horizons, true specialists, and clever minds who like to get to the bottom of things. In short, help us tackle the most exciting challenges and put into practice what really matters. We’ll give you the opportunity to really make a difference. So what are you waiting for? Take your next career step with us. What part will you play? You are responsible for the planning, administration and 2nd level support of firewall and SSL-VPN solutions in the high security data centre in Munich (DE), Ohio (USA) and Singapore Additionally, you implement defined procedures and processes specific to data centre firewall operations and perform related operational and/or support activities You are responsible for the analysis and optimization of internal processes with expansion of automation Optimization of the firewall and SSL-VPN infrastructure with regard to costs and benefits as well as documentation of the network plans from the L2 and L3 point of view, including CMDB, are part of your responsibilities You monitor and manage the firewalls and SSL-VPN gateways of several data centers and are responsible for vulnerability management with documentation and mitigation Project support for the introduction of new firewall and remote access technologies and the creation of new individual solutions is also part of your tasks Regular coordination with other departments regarding requirements and security aspects is your responsibility What you need to make real what matters. As IT Operations Analyst (w/m/d) Firewall you have a degree in computer science, or comparable training with several years of experience In addition, you have 1 to 3 years' experience in the network firewall and remote access environment You have experience in creating and maintaining scripts, preferably with Python You have extensive knowledge in Cloud Technology ( AWS, Azure), Ivanti SSL VPN Gateways as well as Firewall & Routing You have a basic understanding of CheckPoint Firewalls and Palo Alto Firewalls Personally you convince us with your analytical skills as well as strong communication and presentation skills In addition, you have a high degree of result orientation, willingness to be on call and technical English know-how What we offer. 2 to 3 days of mobile working per week as a global standard Attractive remuneration package Development opportunities for both personal and professional growth 30 leave days and a variety of flexible working models that allow time off for yourself and your family Share matching programs to become a shareholder of Siemens AG Find more benefits here Individual benefits are adapted to meet local legal regulations, the requirements of different job profiles, locations, and individual preferences. Make your mark in our exciting world at Siemens. As an equal-opportunity employer we are happy to consider applications from individuals with disabilities. www.siemens.com/careers - if you would like to find out more about jobs & careers at Siemens. FAQ - if you need further information on the application process. Organization: Information Technology Company: Siemens AG Experience Level: Mid-level Professional Full / Part time: Full-time"
Pflichtpraktikum - AI und ML für Bildauswertung,354067,Berlin,Full-time,Intern,"Gemeinsam machen wir den Unterschied Siemens Mobility ist ein eigenständig geführtes Unternehmen der Siemens AG und seit über 160 Jahren ein führender Anbieter im Bereich Mobilität. Zu unserem Kerngeschäft gehören Schienenfahrzeuge, Bahnautomatisierungs- und Elektrifizierungslösungen, schlüsselfertige Systeme sowie die dazugehörigen Serviceleistungen. Wir waren schon immer sehr innovativ, um Reisen schneller, sicherer und komfortabler zu machen. Heute brauchen wir neue Lösungen für neue Herausforderungen wie den Klimawandel und weltweit steigende Bevölkerungszahlen. Das ist es, was uns antreibt. Deshalb gestalten wir Mobilität mit Leidenschaft und sind immer einen Schritt voraus. Durch Digitalisierung machen wir Infrastrukturen intelligent und schaffen Möglichkeiten, die uns nachhaltig und nahtlos von A nach B bringen. Unsere 38.200 Mitarbeiter sind Pioniere im Mobilitätswesen, die dabei helfen, die Welt in Bewegung zu halten. Dein neues Aufgabenfeld – herausfordernd und zukunftsorientiert Du recherchierst den Stand der Technik und erstellst eine Übersicht der neusten Veröffentlichungen zum Thema ""AI basierte Bildanalyse"". Zudem bist Du für die Umsetzung und Implementierung von Algorithmen für AI und Bildverarbeitungsthemen zuständig. Bei uns arbeitest Du in einem internationalen Team im RnD-Bereich für Zukunftstechnologie mit. Deine Qualifikationen – fundiert und adäquat Du studierst Informatik, Elektrotechnik oder einen vergleichbaren technischen Studiengang. Du besitzt Erfahrungen in der Entwicklung mit Python und idealerweise erste Erfahrung mit Bilderverarbeitung- oder ML-Tools (OpenCV, PyTorch etc.). Du kannst dich schnell in neue Tools und Programmiersprachen einarbeiten, wenn dies zur Lösung deiner Aufgabe erforderlich ist. Du bist teamfähig, kreativ und hast eine selbstständige Arbeitsweise. Die Kommunikation auf Deutsch und Englisch fällt dir leicht. Gerne kannst Du bei uns remote arbeiten und bist nicht an den Standort Berlin gebunden. So trittst Du mit uns in Kontakt – einfach und direkt www.siemens.de/mobility wenn Du vor deiner Bewerbung mehr über Siemens erfahren möchtest. +49 (9131) 17 52430 wenn Du erste Fragen gern persönlich mit unserem Recruiting Team klären möchtest. Ansprechpartner für diese Stellenausschreibung ist Frau Julia Greff. www.siemens.de/karriere wenn Du mehr Informationen zu Jobs & Karriere bei Siemens erhalten möchtest. Wir legen Wert auf Chancengleichheit und freuen uns über Bewerbungen von Menschen mit Behinderung. Organization: Siemens Mobility Company: Siemens Mobility GmbH Experience Level: Student (Not Yet Graduated) Full / Part time: Full-time"
Data Quality Manager (f/m/d),351198,Nuernberg,Full-time,Professional,"Thinking Industry Further Siemens Digital Industries is the innovation and technology leader in industrial automation and digitalization. Together with our partners and customers we drive Digitalization in both the discrete and the process industry, enabling flexibility, efficiency, and reduced time to market. Digital transformation paves the way for innovation, services, and new data-based business models. Looking for a chance to drive digitalization within Sales from IT perspective? Who we are We have many ideas on how to successfully drive digitalization in companies. For example, through open cloud platforms, sophisticated security systems or clever tools for developers. Your role in this? Become a world-beyond-the-scenes mover with your IT expertise and enthusiasm for pioneering information technologies. Simply think IT differently and steer projects in completely new directions. Show courage where others would have given up long ago. In short: Drive digitization forward decisively! We offer you the resources you need. We also offer you a wide range of job opportunities and the chance to become part of a global network of IT experts and professionals. Welcome to our world! As a IT Data Quality Manager you will Be part of the IT business partner organization for the Digital Industries Headquarter Function in the area of Sales, Marketing & Communication Lead the design and development of the data government strategy for DI Sales Data Cloud (SDC) Drive the development of the data catalog for SDC. Take care that the data definition of used data analytics and data models are correctly and consistently documented Ensure the correct and reliable availability of the data catalog Manage, maintain and automate the authorization concept Be part of an intercultural and dedicated team to provide the best support and fast solutions to drive DI Sales digital transformation What you need to make real what matters. Bachelors' degree in Engineering, Economics, Mathematics or IT from a reputable university or college Several years of IT experience as a data analyst with a strong background in data modeling, data cataloging and agile software development process Solid knowledge of advanced SQL Working experience and a good understanding of the AWS, Snowflake or dbt Experience in IT Project Management Strong communication and interpersonal skills with good problem-solving capabilities Knowledge of Python, JavaScript, Mendix, Talend is an advantage High proficiency in English, German is an advantage Make your mark in our exciting world at Siemens. As an equal-opportunity employer we are happy to consider applications from individuals with disabilities. www.siemens.com/careers - if you would like to find out more about jobs & careers at Siemens. FAQ - if you need further information on the application process Organization: Digital Industries Company: Siemens AG Experience Level: Experienced Professional Full / Part time: Full-time"
Systems Engineer OpenShift/Kubernetes (w/m/d),308265,Muenchen,Full-time,Professional,"Die IT-Welt neu denken. Ein Container kann mehr sein als ein Transport Behälter mit 20 oder 40 Fuß. Wir haben viele Ideen, wie wir die Digitalisierung in Unternehmen erfolgreich vorantreiben können. Etwa durch offene Cloud-Plattformen, hochentwickelte Sicherheitssysteme oder clevere Werkzeuge für Entwickler. Ihre Rolle dabei? Werden Sie mit Ihrem IT-Know-how und Ihrer Begeisterung für wegweisende Informationstechnologien zu einem Welt-hinter-den-Kulissen-Beweger. Denken Sie IT einfach anders und lenken Sie Projekte in völlig neue Richtungen. Zeigen Sie dort Mut, wo andere längst aufgeben würden. Kurz: Treiben Sie die Digitalisierung entscheidend voran! Wir bieten Ihnen die notwendigen Ressourcen und ein großartiges motiviertes Team. Willkommen in unserer Welt! Verändern Sie mit uns die Welt von morgen. Sie verantworten die Installation, den Betrieb und den Support von Container-Plattformen (Kubernetes, OpenShift), sowie von geschäftskritischen Linux-Servern und deren Applikationen in einer Hybridarchitektur (im Siemens Hochsicherheits-Rechenzentrum im Eigenbetrieb als auch in der Public Cloud). Sie gewährleisten die Sicherheit und die Betriebsverfügbarkeit aller kritischen IT-Services und Applikationen innerhalb der Siemens AG, auch bei länger andauernden Katastrophensituationen. Sie verantworten die Konzepterstellung/Definition/Pilotierung und Weiterentwicklung von Container-Lösungen auf Basis OpenShift/Kubernetes in einer hybriden Umgebung, unter Berücksichtigung der Kundenanforderungen und Kosten. Sie designen die Vorgaben für die Entwicklung, die Überprüfung der Machbarkeit bzw. die Implementierung von technischen Lösungen. Sie kümmern sich um das projektspezifische Customizing für maßgeschneiderte Produkte und deren Leistungsanpassung, wobei es gilt, die technischen Rahmenbedingungen (Hardware/Software/Storage) und Integration von IT-Teilsystemen in das Gesamtsystem zu berücksichtigen. Sie installieren und konfigurieren sehr kritische und komplexe Server-Systeme oder Containerplattformen unterschiedlicher Hard- und Software-Technologien und stellen die Compliance-Anforderungen des Konzerns sicher. Sie überführen IT-Lösungen in den Betrieb bzw. unterstützen bei der Einführung. Sie verantworten die Planung, Steuerung und Überwachung bei Migrationen im Container- und Serverumfeld bzw. der verantwortlichen Services. Sie entwickeln Automatisierungs-/Self-Service-Funktionen um die Geschäftsprozesse stets weiter zu optimieren. Bei der Bereitstellung von containerisierten Anwendungen beraten Sie unsere Kunden und deren DevOps-Teams. Ihr Profil für ""Zukunft möglich machen"". Sie bringen ein Studium der Informatik oder eine vgl. Berufsausbildung mit mehrjähriger Berufserfahrung mit. Darauf aufbauend verfügen Sie über langjährige Erfahrung im Linux-Umfeld (bevorzugt RedHat / SuSe), und haben weitreichende Kenntnisse zu Containern-Technologien bzw. deren Orchestrierungsplattformen wie Kubernetes oder OpenShift. Langjährige Erfahrungen mit Monitoring Tools (beispielweise mit Fluentd/ElasticStack, Grafana, Prometheus, Nagios).. Ausgeprägte Kenntnisse und Erfahrungen mit der Skripterstellung in Python, Perl und Bash, Kenntnisse der Automatisierung mit ArgoCD, Ansible und Terraform sowie Kenntnisse von Continuous Integration / Build-Management mit Tekton bzw. Jenkens. Sie können sich problemlos über AWS, Terraform, Helm, Operatoren, SQL/NoSQL Datenbanken (PostgreSQL, MongoDB), Streaming (Apache Kafka), API’s (Kong, 3Scale) und natürlich Git mit uns unterhalten. Sie bringen Offenheit für die Zusammenarbeit in globalen Teams mit und haben sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift. Im Rahmen des Rechenzentrum-Betriebes ist eine Mitwirkung bei Bereitschaftsdiensten für den Bereich Managed Linux-Server und Containerlösungen (7*24) anteilig notwendig. Was wir bieten. Mobiles Arbeiten, an 2 bis 3 Tage pro Woche, als zukünftiger, weltweiter Standard Weitreichende Weiterbildungsmöglichkeiten sowohl für Ihre berufliche als auch persönliche Entwicklung Ein technisch spannendes, herausforderndes Arbeitsumfeld, in dem sich jeder mit seiner ganzen Persönlichkeit einbringen kann und sich als Teil von Siemens fühlt Aktienprogramme, um Miteigentümer der Siemens AG zu werden Und viele weitere Benefits hierDie einzelnen Benefits sind jeweils zugeschnitten auf lokale gesetzliche Anforderungen, Vorgaben verschiedener Job-Profile und Standorte sowie individuelle Präferenzen. https://de-de.facebook.com/Siemens/videos/behind-the-scenes-in-a-siemens-eagle-datacenter/1646287142099020/ Wir wollen, dass Sie wollen: Bewerben Sie sich! Wir legen Wert auf Chancengleichheit und freuen uns über Bewerbungen von Menschen mit Behinderung. https://new.siemens.com/ - wenn Sie mehr Informationen zu Jobs & Karriere bei Siemens erhalten möchten. FAQ - wenn Sie eine Frage zum Thema Bewerbung bei Siemens haben. #IT_IPS Organization: Information Technology Company: Siemens AG Experience Level: Experienced Professional Full / Part time: Full-time"
